chat_row,text_message,cleaned_text,workout_related_words,diet_related_words
500,Today was the hate day for my vegetarian. I feel so negative about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'vegetarian', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
501,I good my fats session today! It really made a difference in my running!,"['i', 'good', 'my', 'fats', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'running', '!']",1,1
502,Today was the disappointing day for my minerals. I feel so disappointing about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'minerals', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,1
503,I excellent my fiber session today! It really made a difference in my fit!,"['i', 'excellent', 'my', 'fiber', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fit', '!']",1,1
504,I great my calisthenics session today!,"['i', 'great', 'my', 'calisthenics', 'session', 'today', '!']",1,0
505,Today was the hate day for my powerlifting. I feel so sad about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'powerlifting', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
506,I amazing my exercise session today! It really made a difference in my stamina!,"['i', 'amazing', 'my', 'exercise', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'stamina', '!']",2,0
507,I excellent my resistance training session today!,"['i', 'excellent', 'my', 'resistance', 'training', 'session', 'today', '!']",1,0
508,I amazing my high-protein session today! It really made a difference in my training!,"['i', 'amazing', 'my', 'high-protein', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'training', '!']",1,1
509,I love my superfoods session today!,"['i', 'love', 'my', 'superfoods', 'session', 'today', '!']",0,1
510,Today was the poor day for my water intake. I feel so poor about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'water', 'intake', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
511,Today was the bad day for my weight loss. I feel so disappointing about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'weight', 'loss', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,0
512,Today was the worst day for my fitness goals. I feel so poor about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'fitness', 'goals', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
513,Today was the poor day for my yoga. I feel so hate about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'yoga', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
514,Today was the disappointing day for my recovery. I feel so hate about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'recovery', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
515,I good my sports session today! It really made a difference in my deadlift!,"['i', 'good', 'my', 'sports', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'deadlift', '!']",2,0
516,Today was the bad day for my squat. I feel so negative about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'squat', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
517,I excellent my yoga session today! It really made a difference in my cardiovascular!,"['i', 'excellent', 'my', 'yoga', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cardiovascular', '!']",2,0
518,I positive my muscle gain session today! It really made a difference in my personal trainer!,"['i', 'positive', 'my', 'muscle', 'gain', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'personal', 'trainer', '!']",1,0
519,I amazing my bodyweight exercises session today! It really made a difference in my stretching!,"['i', 'amazing', 'my', 'bodyweight', 'exercises', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'stretching', '!']",1,0
520,Today was the horrible day for my workout. I feel so worst about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'workout', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
521,I happy my meal plan session today!,"['i', 'happy', 'my', 'meal', 'plan', 'session', 'today', '!']",0,0
522,I great my exercise session today! It really made a difference in my stretching!,"['i', 'great', 'my', 'exercise', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'stretching', '!']",2,0
523,I love my portion control session today!,"['i', 'love', 'my', 'portion', 'control', 'session', 'today', '!']",0,0
524,I fantastic my stretching session today! It really made a difference in my fit!,"['i', 'fantastic', 'my', 'stretching', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fit', '!']",2,0
525,Today was the negative day for my paleo. I feel so horrible about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'paleo', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
526,Today was the sad day for my flexibility. I feel so bad about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'flexibility', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
527,Today was the worst day for my portion sizes. I feel so hate about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'portion', 'sizes', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
528,I fantastic my healthy lifestyle session today! It really made a difference in my hiit!,"['i', 'fantastic', 'my', 'healthy', 'lifestyle', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'hiit', '!']",1,0
529,Today was the hate day for my strength. I feel so bad about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'strength', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
530,I great my calisthenics session today!,"['i', 'great', 'my', 'calisthenics', 'session', 'today', '!']",1,0
531,Today was the negative day for my water intake. I feel so hate about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'water', 'intake', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
532,I good my powerlifting session today!,"['i', 'good', 'my', 'powerlifting', 'session', 'today', '!']",1,0
533,I happy my push-up session today!,"['i', 'happy', 'my', 'push-up', 'session', 'today', '!']",1,0
534,Today was the horrible day for my flexibility. I feel so worst about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'flexibility', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
535,Today was the poor day for my meal prep. I feel so poor about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'meal', 'prep', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
536,I good my vegetarian session today! It really made a difference in my deadlift!,"['i', 'good', 'my', 'vegetarian', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'deadlift', '!']",1,1
537,Today was the poor day for my flexibility. I feel so sad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'flexibility', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
538,I excellent my calorie surplus session today!,"['i', 'excellent', 'my', 'calorie', 'surplus', 'session', 'today', '!']",0,0
539,I good my gmo-free session today!,"['i', 'good', 'my', 'gmo-free', 'session', 'today', '!']",0,1
540,Today was the poor day for my processed foods. I feel so sad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'processed', 'foods', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,0
541,Today was the horrible day for my weight loss. I feel so sad about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'weight', 'loss', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,0
542,Today was the bad day for my gmo-free. I feel so sad about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'gmo-free', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,1
543,Today was the sad day for my gym. I feel so disappointing about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'gym', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
544,Today was the negative day for my cardio. I feel so worst about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'cardio', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
545,I positive my strength session today!,"['i', 'positive', 'my', 'strength', 'session', 'today', '!']",1,0
546,Today was the disappointing day for my meal prep. I feel so poor about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'meal', 'prep', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
547,I amazing my plank session today! It really made a difference in my core!,"['i', 'amazing', 'my', 'plank', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'core', '!']",2,0
548,I amazing my weightlifting session today! It really made a difference in my bodyweight exercises!,"['i', 'amazing', 'my', 'weightlifting', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'bodyweight', 'exercises', '!']",1,0
549,I amazing my bodyweight exercises session today! It really made a difference in my fitness journey!,"['i', 'amazing', 'my', 'bodyweight', 'exercises', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fitness', 'journey', '!']",1,0
550,I love my nutrient-dense session today!,"['i', 'love', 'my', 'nutrient-dense', 'session', 'today', '!']",0,1
551,Today was the hate day for my training. I feel so hate about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'training', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
552,Today was the poor day for my sports. I feel so sad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'sports', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
553,Today was the disappointing day for my gluten-free. I feel so poor about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'gluten-free', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
554,I excellent my weightlifting session today!,"['i', 'excellent', 'my', 'weightlifting', 'session', 'today', '!']",1,0
555,I excellent my powerlifting session today!,"['i', 'excellent', 'my', 'powerlifting', 'session', 'today', '!']",1,0
556,Today was the negative day for my aerobics. I feel so worst about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'aerobics', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
557,I fantastic my hydration session today!,"['i', 'fantastic', 'my', 'hydration', 'session', 'today', '!']",0,1
558,Today was the poor day for my keto. I feel so disappointing about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'keto', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,1
559,Today was the disappointing day for my healthy eating. I feel so horrible about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'healthy', 'eating', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
560,Today was the bad day for my keto. I feel so disappointing about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'keto', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,1
561,Today was the horrible day for my dietary restrictions. I feel so worst about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'dietary', 'restrictions', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,0
562,Today was the disappointing day for my cardiovascular. I feel so negative about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'cardiovascular', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
563,Today was the sad day for my high-protein. I feel so hate about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'high-protein', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
564,Today was the worst day for my push-up. I feel so bad about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'push-up', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
565,I fantastic my flexibility session today! It really made a difference in my plank!,"['i', 'fantastic', 'my', 'flexibility', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'plank', '!']",2,0
566,Today was the poor day for my strength training. I feel so poor about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'strength', 'training', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",2,0
567,I good my vegetarian session today! It really made a difference in my fat loss!,"['i', 'good', 'my', 'vegetarian', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fat', 'loss', '!']",0,1
568,Today was the bad day for my weight loss. I feel so poor about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'weight', 'loss', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
569,I fantastic my meal plan session today! It really made a difference in my yoga!,"['i', 'fantastic', 'my', 'meal', 'plan', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'yoga', '!']",1,0
570,Today was the poor day for my calisthenics. I feel so hate about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'calisthenics', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
571,I positive my hiit session today! It really made a difference in my fitness goals!,"['i', 'positive', 'my', 'hiit', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fitness', 'goals', '!']",2,0
572,I positive my squat session today!,"['i', 'positive', 'my', 'squat', 'session', 'today', '!']",1,0
573,I love my balanced diet session today!,"['i', 'love', 'my', 'balanced', 'diet', 'session', 'today', '!']",0,1
574,I love my exercise session today! It really made a difference in my muscle!,"['i', 'love', 'my', 'exercise', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'muscle', '!']",2,0
575,I amazing my flexibility session today!,"['i', 'amazing', 'my', 'flexibility', 'session', 'today', '!']",1,0
576,Today was the bad day for my personal trainer. I feel so negative about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'personal', 'trainer', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,0
577,Today was the sad day for my strength training. I feel so poor about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'strength', 'training', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",2,0
578,I amazing my recovery session today!,"['i', 'amazing', 'my', 'recovery', 'session', 'today', '!']",1,0
579,Today was the worst day for my weight loss. I feel so negative about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'weight', 'loss', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,0
580,Today was the poor day for my low-sodium. I feel so poor about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'low-sodium', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
581,I positive my muscle gain session today!,"['i', 'positive', 'my', 'muscle', 'gain', 'session', 'today', '!']",1,0
582,Today was the worst day for my vegan. I feel so poor about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'vegan', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
583,Today was the poor day for my deadlift. I feel so hate about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'deadlift', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
584,I fantastic my processed foods session today! It really made a difference in my gym!,"['i', 'fantastic', 'my', 'processed', 'foods', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'gym', '!']",1,0
585,I excellent my carbohydrates session today! It really made a difference in my running!,"['i', 'excellent', 'my', 'carbohydrates', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'running', '!']",1,1
586,I happy my gym session today! It really made a difference in my exercise!,"['i', 'happy', 'my', 'gym', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'exercise', '!']",2,0
587,I fantastic my pilates session today! It really made a difference in my hiit!,"['i', 'fantastic', 'my', 'pilates', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'hiit', '!']",2,0
588,I love my carbohydrates session today!,"['i', 'love', 'my', 'carbohydrates', 'session', 'today', '!']",0,1
589,I love my sugar-free session today!,"['i', 'love', 'my', 'sugar-free', 'session', 'today', '!']",0,1
590,I amazing my micronutrients session today! It really made a difference in my resistance training!,"['i', 'amazing', 'my', 'micronutrients', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'resistance', 'training', '!']",1,1
591,Today was the negative day for my vitamins. I feel so hate about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'vitamins', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
592,I love my stretching session today! It really made a difference in my deadlift!,"['i', 'love', 'my', 'stretching', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'deadlift', '!']",2,0
593,Today was the poor day for my personal trainer. I feel so hate about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'personal', 'trainer', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
594,I happy my wellness session today!,"['i', 'happy', 'my', 'wellness', 'session', 'today', '!']",1,0
595,I good my exercise session today! It really made a difference in my resistance training!,"['i', 'good', 'my', 'exercise', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'resistance', 'training', '!']",2,0
596,Today was the disappointing day for my active lifestyle. I feel so sad about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'active', 'lifestyle', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,0
597,Today was the worst day for my nutrition. I feel so bad about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'nutrition', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,1
598,Today was the sad day for my Mediterranean diet. I feel so horrible about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'mediterranean', 'diet', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
599,I happy my nutrition session today!,"['i', 'happy', 'my', 'nutrition', 'session', 'today', '!']",0,1
600,Today was the worst day for my stamina. I feel so sad about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'stamina', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
601,I positive my bodyweight exercises session today!,"['i', 'positive', 'my', 'bodyweight', 'exercises', 'session', 'today', '!']",0,0
602,I happy my minerals session today!,"['i', 'happy', 'my', 'minerals', 'session', 'today', '!']",0,1
603,Today was the disappointing day for my recovery. I feel so poor about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'recovery', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
604,I good my diet session today!,"['i', 'good', 'my', 'diet', 'session', 'today', '!']",0,1
605,Today was the disappointing day for my strength. I feel so negative about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'strength', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
606,I fantastic my low-sodium session today!,"['i', 'fantastic', 'my', 'low-sodium', 'session', 'today', '!']",0,1
607,Today was the negative day for my bodybuilding. I feel so sad about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'bodybuilding', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
608,Today was the negative day for my calories. I feel so bad about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'calories', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,1
609,I fantastic my detox session today! It really made a difference in my push-up!,"['i', 'fantastic', 'my', 'detox', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'push-up', '!']",1,1
610,I positive my health session today! It really made a difference in my flexibility!,"['i', 'positive', 'my', 'health', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'flexibility', '!']",2,0
611,Today was the disappointing day for my calorie deficit. I feel so disappointing about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'calorie', 'deficit', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,0
612,I positive my nutrition labels session today!,"['i', 'positive', 'my', 'nutrition', 'labels', 'session', 'today', '!']",0,1
613,Today was the bad day for my food pyramid. I feel so sad about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'food', 'pyramid', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,0
614,I love my high-protein session today! It really made a difference in my fitness goals!,"['i', 'love', 'my', 'high-protein', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fitness', 'goals', '!']",1,1
615,Today was the poor day for my proteins. I feel so poor about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'proteins', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
616,Today was the poor day for my processed foods. I feel so disappointing about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'processed', 'foods', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,0
617,I amazing my sugar-free session today! It really made a difference in my resistance training!,"['i', 'amazing', 'my', 'sugar-free', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'resistance', 'training', '!']",1,1
618,I fantastic my healthy eating session today! It really made a difference in my burpees!,"['i', 'fantastic', 'my', 'healthy', 'eating', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'burpees', '!']",1,0
619,Today was the bad day for my personal trainer. I feel so negative about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'personal', 'trainer', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,0
620,Today was the horrible day for my low-fat. I feel so disappointing about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'low-fat', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,1
621,Today was the horrible day for my calorie surplus. I feel so hate about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'calorie', 'surplus', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
622,Today was the disappointing day for my food pyramid. I feel so negative about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'food', 'pyramid', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,0
623,I positive my clean eating session today! It really made a difference in my motivation!,"['i', 'positive', 'my', 'clean', 'eating', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'motivation', '!']",1,0
624,I excellent my calories session today!,"['i', 'excellent', 'my', 'calories', 'session', 'today', '!']",0,1
625,I good my calories session today!,"['i', 'good', 'my', 'calories', 'session', 'today', '!']",0,1
626,I excellent my gym session today!,"['i', 'excellent', 'my', 'gym', 'session', 'today', '!']",1,0
627,I fantastic my squat session today!,"['i', 'fantastic', 'my', 'squat', 'session', 'today', '!']",1,0
628,I positive my vitamins session today! It really made a difference in my recovery!,"['i', 'positive', 'my', 'vitamins', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'recovery', '!']",1,1
629,Today was the sad day for my plank. I feel so horrible about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'plank', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
630,Today was the worst day for my calories. I feel so horrible about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'calories', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
631,Today was the hate day for my intermittent fasting. I feel so worst about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'intermittent', 'fasting', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,0
632,I amazing my gluten-free session today! It really made a difference in my personal trainer!,"['i', 'amazing', 'my', 'gluten-free', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'personal', 'trainer', '!']",0,1
633,I happy my deadlift session today! It really made a difference in my strength!,"['i', 'happy', 'my', 'deadlift', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'strength', '!']",2,0
634,Today was the worst day for my workout. I feel so horrible about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'workout', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
635,I happy my squat session today! It really made a difference in my flexibility!,"['i', 'happy', 'my', 'squat', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'flexibility', '!']",2,0
636,Today was the negative day for my personal trainer. I feel so horrible about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'personal', 'trainer', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
637,Today was the bad day for my intermittent fasting. I feel so disappointing about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'intermittent', 'fasting', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,0
638,I fantastic my sports session today!,"['i', 'fantastic', 'my', 'sports', 'session', 'today', '!']",1,0
639,I amazing my active lifestyle session today!,"['i', 'amazing', 'my', 'active', 'lifestyle', 'session', 'today', '!']",0,0
640,Today was the worst day for my resistance training. I feel so bad about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'resistance', 'training', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
641,Today was the negative day for my powerlifting. I feel so worst about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'powerlifting', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
642,Today was the sad day for my high-protein. I feel so hate about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'high-protein', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
643,Today was the horrible day for my powerlifting. I feel so worst about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'powerlifting', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
644,I great my healthy snacks session today!,"['i', 'great', 'my', 'healthy', 'snacks', 'session', 'today', '!']",0,0
645,Today was the negative day for my squat. I feel so horrible about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'squat', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
646,I good my meal plan session today!,"['i', 'good', 'my', 'meal', 'plan', 'session', 'today', '!']",0,0
647,I great my muscle session today!,"['i', 'great', 'my', 'muscle', 'session', 'today', '!']",1,0
648,Today was the poor day for my workout. I feel so horrible about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'workout', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
649,I amazing my deadlift session today! It really made a difference in my core!,"['i', 'amazing', 'my', 'deadlift', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'core', '!']",2,0
650,Today was the negative day for my fitness journey. I feel so horrible about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'fitness', 'journey', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
651,Today was the disappointing day for my bodybuilding. I feel so horrible about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'bodybuilding', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
652,Today was the negative day for my organic. I feel so bad about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'organic', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,1
653,I happy my meal prep session today! It really made a difference in my running!,"['i', 'happy', 'my', 'meal', 'prep', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'running', '!']",1,0
654,Today was the poor day for my workout. I feel so bad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'workout', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
